Latitude, Longitude
-17.375,31.375
-17.375,31.625
-17.375,31.875
-17.375,32.125
-17.375,32.375
-17.375,32.625
-17.375,32.875
-17.375,33.125
-17.375,33.375
-17.375,33.625
-17.375,33.875
-17.375,34.125
-17.375,34.375
-17.375,34.625
-17.375,34.875
-17.375,35.125
-17.375,35.375
-17.375,35.625
-17.375,35.875
-17.375,36.125
-17.375,36.375
-17.375,36.625
-17.375,36.875
-17.375,37.125
-17.375,37.375
-17.375,37.625
-17.375,37.875
-17.375,44.125
-17.375,44.375
-17.375,44.625
-17.375,44.875
-17.375,45.125
-17.375,45.375
-17.375,45.625
-17.375,45.875
-17.375,46.125
-17.375,46.375
-17.375,46.625
-17.375,46.875
-17.375,47.125
-17.375,47.375
-17.375,47.625
-17.375,47.875
-17.375,48.125
-17.375,48.375
-17.375,48.625
-17.375,48.875
-17.375,49.125
-17.375,49.375
-17.375,122.375
-17.375,122.625
-17.375,122.875
-17.375,123.125
-17.375,123.375
-17.375,123.625
-17.375,123.875
-17.375,124.125
-17.375,124.375
-17.375,124.625
-17.375,124.875
-17.375,125.125
-17.375,125.375
-17.375,125.625
-17.375,125.875
-17.375,126.125
-17.375,126.375
-17.375,126.625
-17.375,126.875
-17.375,127.125
-17.375,127.375
-17.375,127.625
-17.375,127.875
-17.375,128.125
-17.375,128.375
-17.375,128.625
-17.375,128.875
-17.375,129.125
-17.375,129.375
-17.375,129.625
-17.375,129.875
-17.375,130.125
-17.375,130.375
-17.375,130.625
-17.375,130.875
-17.375,131.125
-17.375,131.375
-17.375,131.625
-17.375,131.875
-17.375,132.125
-17.375,132.375
-17.375,132.625
-17.375,132.875
-17.375,133.125
-17.375,133.375
-17.375,133.625
-17.375,133.875
-17.375,134.125
-17.375,134.375
-17.375,134.625
-17.375,134.875
-17.375,135.125
-17.375,135.375
-17.375,135.625
-17.375,135.875
-17.375,136.125
-17.375,136.375
-17.375,136.625
-17.375,136.875
-17.375,137.125
-17.375,137.375
-17.375,137.625
-17.375,137.875
-17.375,138.125
-17.375,138.375
-17.375,138.625
-17.375,138.875
-17.375,139.125
-17.375,139.375
-17.375,140.875
-17.375,141.125
-17.375,141.375
-17.375,141.625
-17.375,141.875
-17.375,142.125
-17.375,142.375
-17.375,142.625
-17.375,142.875
-17.375,143.125
-17.375,143.375
-17.375,143.625
-17.375,143.875
-17.375,144.125
-17.375,144.375
-17.375,144.625
-17.375,144.875
-17.375,145.125
-17.375,145.375
-17.375,145.625
-17.375,145.875
-17.375,178.125
-17.375,-71.375
-17.375,-71.125
-17.375,-70.875
-17.375,-70.625
-17.375,-70.375
-17.375,-70.125
-17.375,-69.875
-17.375,-69.625
-17.375,-69.375
-17.375,-69.125
-17.375,-68.875
-17.375,-68.625
-17.375,-68.375
-17.375,-68.125
-17.375,-67.875
-17.375,-67.625
-17.375,-67.375
-17.375,-67.125
-17.375,-66.875
-17.375,-66.625
-17.375,-66.375
-17.375,-66.125
-17.375,-65.875
-17.375,-65.625
-17.375,-65.375
-17.375,-65.125
-17.375,-64.875
-17.375,-64.625
-17.375,-64.375
-17.375,-64.125
-17.375,-63.875
-17.375,-63.625
-17.375,-63.375
-17.375,-63.125
-17.375,-62.875
-17.375,-62.625
-17.375,-62.375
-17.375,-62.125
-17.375,-61.875
-17.375,-61.625
-17.375,-61.375
-17.375,-61.125
-17.375,-60.875
-17.375,-60.625
-17.375,-60.375
-17.375,-60.125
-17.375,-59.875
-17.375,-59.625
-17.375,-59.375
-17.375,-59.125
-17.375,-58.875
-17.375,-58.625
-17.375,-58.375
-17.375,-58.125
-17.375,-57.875
-17.375,-57.625
-17.375,-57.375
-17.375,-57.125
-17.375,-56.875
-17.375,-56.625
-17.375,-56.375
-17.375,-56.125
-17.375,-55.875
-17.375,-55.625
-17.375,-55.375
-17.375,-55.125
-17.375,-54.875
-17.375,-54.625
-17.375,-54.375
-17.375,-54.125
-17.375,-53.875
-17.375,-53.625
-17.375,-53.375
-17.375,-53.125
-17.375,-52.875
-17.375,-52.625
-17.375,-52.375
-17.375,-52.125
-17.375,-51.875
-17.375,-51.625
-17.375,-51.375
-17.375,-51.125
-17.375,-50.875
-17.375,-50.625
-17.375,-50.375
-17.375,-50.125
-17.375,-49.875
-17.375,-49.625
-17.375,-49.375
-17.375,-49.125
-17.375,-48.875
-17.375,-48.625
-17.375,-48.375
-17.375,-48.125
-17.375,-47.875
-17.375,-47.625
-17.375,-47.375
-17.375,-47.125
-17.375,-46.875
-17.375,-46.625
-17.375,-46.375
-17.375,-46.125
-17.375,-45.875
-17.375,-45.625
-17.375,-45.375
-17.375,-45.125
-17.375,-44.875
-17.375,-44.625
-17.375,-44.375
-17.375,-44.125
-17.375,-43.875
-17.375,-43.625
-17.375,-43.375
-17.375,-43.125
-17.375,-42.875
-17.375,-42.625
-17.375,-42.375
-17.375,-42.125
-17.375,-41.875
-17.375,-41.625
-17.375,-41.375
-17.375,-41.125
-17.375,-40.875
-17.375,-40.625
-17.375,-40.375
-17.375,-40.125
-17.375,-39.875
-17.375,-39.625
-17.375,-39.375
-17.125,11.875
-17.125,12.125
-17.125,12.375
-17.125,12.625
-17.125,12.875
-17.125,13.125
-17.125,13.375
-17.125,13.625
-17.125,13.875
-17.125,14.125
-17.125,14.375
-17.125,14.625
-17.125,14.875
-17.125,15.125
-17.125,15.375
-17.125,15.625
-17.125,15.875
-17.125,16.125
-17.125,16.375
-17.125,16.625
-17.125,16.875
-17.125,17.125
-17.125,17.375
-17.125,17.625
-17.125,17.875
-17.125,18.125
-17.125,18.375
-17.125,18.625
-17.125,18.875
-17.125,19.125
-17.125,19.375
-17.125,19.625
-17.125,19.875
-17.125,20.125
-17.125,20.375
-17.125,20.625
-17.125,20.875
-17.125,21.125
-17.125,21.375
-17.125,21.625
-17.125,21.875
-17.125,22.125
-17.125,22.375
-17.125,22.625
-17.125,22.875
-17.125,23.125
-17.125,23.375
-17.125,23.625
-17.125,23.875
-17.125,24.125
-17.125,24.375
-17.125,24.625
-17.125,24.875
-17.125,25.125
-17.125,25.375
-17.125,25.625
-17.125,25.875
-17.125,26.125
-17.125,26.375
-17.125,26.625
-17.125,26.875
-17.125,27.125
-17.125,27.375
-17.125,27.625
-17.125,27.875
-17.125,28.125
-17.125,28.375
-17.125,28.625
-17.125,28.875
-17.125,29.125
-17.125,29.375
-17.125,29.625
-17.125,29.875
-17.125,30.125
-17.125,30.375
-17.125,30.625
-17.125,30.875
-17.125,31.125
-17.125,31.375
-17.125,31.625
-17.125,31.875
-17.125,32.125
-17.125,32.375
-17.125,32.625
-17.125,32.875
-17.125,33.125
-17.125,33.375
-17.125,33.625
-17.125,33.875
-17.125,34.125
-17.125,34.375
-17.125,34.625
-17.125,34.875
-17.125,35.125
-17.125,35.375
-17.125,35.625
-17.125,35.875
-17.125,36.125
-17.125,36.375
-17.125,36.625
-17.125,36.875
-17.125,37.125
-17.125,37.375
-17.125,37.625
-17.125,37.875
-17.125,38.125
-17.125,38.375
-17.125,44.375
-17.125,44.625
-17.125,44.875
-17.125,45.125
-17.125,45.375
-17.125,45.625
-17.125,45.875
-17.125,46.125
-17.125,46.375
-17.125,46.625
-17.125,46.875
-17.125,47.125
-17.125,47.375
-17.125,47.625
-17.125,47.875
-17.125,48.125
-17.125,48.375
-17.125,48.625
-17.125,48.875
-17.125,49.125
-17.125,49.375
-17.125,122.375
-17.125,122.625
-17.125,122.875
-17.125,123.125
-17.125,123.625
-17.125,123.875
-17.125,124.125
-17.125,124.375
-17.125,124.625
-17.125,124.875
-17.125,125.125
-17.125,125.375
-17.125,125.625
-17.125,125.875
-17.125,126.125
-17.125,126.375
-17.125,126.625
-17.125,126.875
-17.125,127.125
-17.125,127.375
-17.125,127.625
-17.125,127.875
-17.125,128.125
-17.125,128.375
-17.125,128.625
-17.125,128.875
-17.125,129.125
-17.125,129.375
-17.125,129.625
-17.125,129.875
-17.125,130.125
-17.125,130.375
-17.125,130.625
-17.125,130.875
-17.125,131.125
-17.125,131.375
-17.125,131.625
-17.125,131.875
-17.125,132.125
-17.125,132.375
-17.125,132.625
-17.125,132.875
-17.125,133.125
-17.125,133.375
-17.125,133.625
-17.125,133.875
-17.125,134.125
-17.125,134.375
-17.125,134.625
-17.125,134.875
-17.125,135.125
-17.125,135.375
-17.125,135.625
-17.125,135.875
-17.125,136.125
-17.125,136.375
-17.125,136.625
-17.125,136.875
-17.125,137.125
-17.125,137.375
-17.125,137.625
-17.125,137.875
-17.125,138.125
-17.125,138.375
-17.125,138.625
-17.125,138.875
-17.125,139.125
-17.125,141.125
-17.125,141.375
-17.125,141.625
-17.125,141.875
-17.125,142.125
-17.125,142.375
-17.125,142.625
-17.125,142.875
-17.125,143.125
-17.125,143.375
-17.125,143.625
-17.125,143.875
-17.125,144.125
-17.125,144.375
-17.125,144.625
-17.125,144.875
-17.125,145.125
-17.125,145.375
-17.125,145.625
-17.125,145.875
-17.125,-71.875
-17.125,-71.625
-17.125,-71.375
-17.125,-71.125
-17.125,-70.875
-17.125,-70.625
-17.125,-70.375
-17.125,-70.125
-17.125,-69.875
-17.125,-69.625
-17.125,-69.375
-17.125,-69.125
-17.125,-68.875
-17.125,-68.625
-17.125,-68.375
-17.125,-68.125
-17.125,-67.875
-17.125,-67.625
-17.125,-67.375
-17.125,-67.125
-17.125,-66.875
-17.125,-66.625
-17.125,-66.375
-17.125,-66.125
-17.125,-65.875
-17.125,-65.625
-17.125,-65.375
-17.125,-65.125
-17.125,-64.875
-17.125,-64.625
-17.125,-64.375
-17.125,-64.125
-17.125,-63.875
-17.125,-63.625
-17.125,-63.375
-17.125,-63.125
-17.125,-62.875
-17.125,-62.625
-17.125,-62.375
-17.125,-62.125
-17.125,-61.875
-17.125,-61.625
-17.125,-61.375
-17.125,-61.125
-17.125,-60.875
-17.125,-60.625
-17.125,-60.375
-17.125,-60.125
-17.125,-59.875
-17.125,-59.625
-17.125,-59.375
-17.125,-59.125
-17.125,-58.875
-17.125,-58.625
-17.125,-58.375
-17.125,-58.125
-17.125,-57.875
-17.125,-57.625
-17.125,-57.375
-17.125,-57.125
-17.125,-56.875
-17.125,-56.625
-17.125,-56.375
-17.125,-56.125
-17.125,-55.875
-17.125,-55.625
-17.125,-55.375
-17.125,-55.125
-17.125,-54.875
-17.125,-54.625
-17.125,-54.375
-17.125,-54.125
-17.125,-53.875
-17.125,-53.625
-17.125,-53.375
-17.125,-53.125
-17.125,-52.875
-17.125,-52.625
-17.125,-52.375
-17.125,-52.125
-17.125,-51.875
-17.125,-51.625
-17.125,-51.375
-17.125,-51.125
-17.125,-50.875
-17.125,-50.625
-17.125,-50.375
-17.125,-50.125
-17.125,-49.875
-17.125,-49.625
-17.125,-49.375
-17.125,-49.125
-17.125,-48.875
-17.125,-48.625
-17.125,-48.375
-17.125,-48.125
-17.125,-47.875
-17.125,-47.625
-17.125,-47.375
-17.125,-47.125
-17.125,-46.875
-17.125,-46.625
-17.125,-46.375
-17.125,-46.125
-17.125,-45.875
-17.125,-45.625
-17.125,-45.375
-17.125,-45.125
-17.125,-44.875
-17.125,-44.625
-17.125,-44.375
-17.125,-44.125
-17.125,-43.875
-17.125,-43.625
-17.125,-43.375
-17.125,-43.125
-17.125,-42.875
-17.125,-42.625
-17.125,-42.375
-17.125,-42.125
-17.125,-41.875
-17.125,-41.625
-17.125,-41.375
-17.125,-41.125
-17.125,-40.875
-17.125,-40.625
-17.125,-40.375
-17.125,-40.125
-17.125,-39.875
-17.125,-39.625
-17.125,-39.375
-16.875,11.875
-16.875,12.125
-16.875,12.375
-16.875,12.625
-16.875,12.875
-16.875,13.125
-16.875,13.375
-16.875,13.625
-16.875,13.875
-16.875,14.125
-16.875,14.375
-16.875,14.625
-16.875,14.875
-16.875,15.125
-16.875,15.375
-16.875,15.625
-16.875,15.875
-16.875,16.125
-16.875,16.375
-16.875,16.625
-16.875,16.875
-16.875,17.125
-16.875,17.375
-16.875,17.625
-16.875,17.875
-16.875,18.125
-16.875,18.375
-16.875,18.625
-16.875,18.875
-16.875,19.125
-16.875,19.375
-16.875,19.625
-16.875,19.875
-16.875,20.125
-16.875,20.375
-16.875,20.625
-16.875,20.875
-16.875,21.125
-16.875,21.375
-16.875,21.625
-16.875,21.875
-16.875,22.125
-16.875,22.375
-16.875,22.625
-16.875,22.875
-16.875,23.125
-16.875,23.375
-16.875,23.625
-16.875,23.875
-16.875,24.125
-16.875,24.375
-16.875,24.625
-16.875,24.875
-16.875,25.125
-16.875,25.375
-16.875,25.625
-16.875,25.875
-16.875,26.125
-16.875,26.375
-16.875,26.625
-16.875,26.875
-16.875,27.125
-16.875,27.375
-16.875,27.625
-16.875,27.875
-16.875,28.125
-16.875,28.375
-16.875,28.625
-16.875,28.875
-16.875,29.125
-16.875,29.375
-16.875,29.625
-16.875,29.875
-16.875,30.125
-16.875,30.375
-16.875,30.625
-16.875,30.875
-16.875,31.125
-16.875,31.375
-16.875,31.625
-16.875,31.875
-16.875,32.125
-16.875,32.375
-16.875,32.625
-16.875,32.875
-16.875,33.125
-16.875,33.375
-16.875,33.625
-16.875,33.875
-16.875,34.125
-16.875,34.375
-16.875,34.625
-16.875,34.875
-16.875,35.125
-16.875,35.375
-16.875,35.625
-16.875,35.875
-16.875,36.125
-16.875,36.375
-16.875,36.625
-16.875,36.875
-16.875,37.125
-16.875,37.375
-16.875,37.625
-16.875,37.875
-16.875,38.125
-16.875,38.375
-16.875,38.625
-16.875,38.875
-16.875,39.125
-16.875,44.375
-16.875,44.625
-16.875,44.875
-16.875,45.125
-16.875,45.375
-16.875,45.625
-16.875,45.875
-16.875,46.125
-16.875,46.375
-16.875,46.625
-16.875,46.875
-16.875,47.125
-16.875,47.375
-16.875,47.625
-16.875,47.875
-16.875,48.125
-16.875,48.375
-16.875,48.625
-16.875,48.875
-16.875,49.125
-16.875,49.375
-16.875,49.625
-16.875,122.625
-16.875,122.875
-16.875,123.125
-16.875,123.875
-16.875,124.125
-16.875,124.375
-16.875,124.625
-16.875,124.875
-16.875,125.125
-16.875,125.375
-16.875,125.625
-16.875,125.875
-16.875,126.125
-16.875,126.375
-16.875,126.625
-16.875,126.875
-16.875,127.125
-16.875,127.375
-16.875,127.625
-16.875,127.875
-16.875,128.125
-16.875,128.375
-16.875,128.625
-16.875,128.875
-16.875,129.125
-16.875,129.375
-16.875,129.625
-16.875,129.875
-16.875,130.125
-16.875,130.375
-16.875,130.625
-16.875,130.875
-16.875,131.125
-16.875,131.375
-16.875,131.625
-16.875,131.875
-16.875,132.125
-16.875,132.375
-16.875,132.625
-16.875,132.875
-16.875,133.125
-16.875,133.375
-16.875,133.625
-16.875,133.875
-16.875,134.125
-16.875,134.375
-16.875,134.625
-16.875,134.875
-16.875,135.125
-16.875,135.375
-16.875,135.625
-16.875,135.875
-16.875,136.125
-16.875,136.375
-16.875,136.625
-16.875,136.875
-16.875,137.125
-16.875,137.375
-16.875,137.625
-16.875,137.875
-16.875,138.125
-16.875,138.375
-16.875,138.625
-16.875,138.875
-16.875,141.125
-16.875,141.375
-16.875,141.625
-16.875,141.875
-16.875,142.125
-16.875,142.375
-16.875,142.625
-16.875,142.875
-16.875,143.125
-16.875,143.375
-16.875,143.625
-16.875,143.875
-16.875,144.125
-16.875,144.375
-16.875,144.625
-16.875,144.875
-16.875,145.125
-16.875,145.375
-16.875,145.625
-16.875,178.875
-16.875,-72.125
-16.875,-71.875
-16.875,-71.625
-16.875,-71.375
-16.875,-71.125
-16.875,-70.875
-16.875,-70.625
-16.875,-70.375
-16.875,-70.125
-16.875,-69.875
-16.875,-69.625
-16.875,-69.375
-16.875,-69.125
-16.875,-68.875
-16.875,-68.625
-16.875,-68.375
-16.875,-68.125
-16.875,-67.875
-16.875,-67.625
-16.875,-67.375
-16.875,-67.125
-16.875,-66.875
-16.875,-66.625
-16.875,-66.375
-16.875,-66.125
-16.875,-65.875
-16.875,-65.625
-16.875,-65.375
-16.875,-65.125
-16.875,-64.875
-16.875,-64.625
-16.875,-64.375
-16.875,-64.125
-16.875,-63.875
-16.875,-63.625
-16.875,-63.375
-16.875,-63.125
-16.875,-62.875
-16.875,-62.625
-16.875,-62.375
-16.875,-62.125
-16.875,-61.875
-16.875,-61.625
-16.875,-61.375
-16.875,-61.125
-16.875,-60.875
-16.875,-60.625
-16.875,-60.375
-16.875,-60.125
-16.875,-59.875
-16.875,-59.625
-16.875,-59.375
-16.875,-59.125
-16.875,-58.875
-16.875,-58.625
-16.875,-58.375
-16.875,-58.125
-16.875,-57.875
-16.875,-57.625
-16.875,-57.375
-16.875,-57.125
-16.875,-56.875
-16.875,-56.625
-16.875,-56.375
-16.875,-56.125
-16.875,-55.875
-16.875,-55.625
-16.875,-55.375
-16.875,-55.125
-16.875,-54.875
-16.875,-54.625
-16.875,-54.375
-16.875,-54.125
-16.875,-53.875
-16.875,-53.625
-16.875,-53.375
-16.875,-53.125
-16.875,-52.875
-16.875,-52.625
-16.875,-52.375
-16.875,-52.125
-16.875,-51.875
-16.875,-51.625
-16.875,-51.375
-16.875,-51.125
-16.875,-50.875
-16.875,-50.625
-16.875,-50.375
-16.875,-50.125
-16.875,-49.875
-16.875,-49.625
-16.875,-49.375
-16.875,-49.125
-16.875,-48.875
-16.875,-48.625
-16.875,-48.375
-16.875,-48.125
-16.875,-47.875
-16.875,-47.625
-16.875,-47.375
-16.875,-47.125
-16.875,-46.875
-16.875,-46.625
-16.875,-46.375
-16.875,-46.125
-16.875,-45.875
-16.875,-45.625
-16.875,-45.375
-16.875,-45.125
-16.875,-44.875
-16.875,-44.625
-16.875,-44.375
-16.875,-44.125
-16.875,-43.875
-16.875,-43.625
-16.875,-43.375
-16.875,-43.125
-16.875,-42.875
-16.875,-42.625
-16.875,-42.375
-16.875,-42.125
-16.875,-41.875
-16.875,-41.625
-16.875,-41.375
-16.875,-41.125
-16.875,-40.875
-16.875,-40.625
-16.875,-40.375
-16.875,-40.125
-16.875,-39.875
-16.875,-39.625
-16.875,-39.375
-16.625,11.875
-16.625,12.125
-16.625,12.375
-16.625,12.625
-16.625,12.875
-16.625,13.125
-16.625,13.375
-16.625,13.625
-16.625,13.875
-16.625,14.125
-16.625,14.375
-16.625,14.625
-16.625,14.875
-16.625,15.125
-16.625,15.375
-16.625,15.625
-16.625,15.875
-16.625,16.125
-16.625,16.375
-16.625,16.625
-16.625,16.875
-16.625,17.125
-16.625,17.375
-16.625,17.625
-16.625,17.875
-16.625,18.125
-16.625,18.375
-16.625,18.625
-16.625,18.875
-16.625,19.125
-16.625,19.375
-16.625,19.625
-16.625,19.875
-16.625,20.125
-16.625,20.375
-16.625,20.625
-16.625,20.875
-16.625,21.125
-16.625,21.375
-16.625,21.625
-16.625,21.875
-16.625,22.125
-16.625,22.375
-16.625,22.625
-16.625,22.875
-16.625,23.125
-16.625,23.375
-16.625,23.625
-16.625,23.875
-16.625,24.125
-16.625,24.375
-16.625,24.625
-16.625,24.875
-16.625,25.125
-16.625,25.375
-16.625,25.625
-16.625,25.875
-16.625,26.125
-16.625,26.375
-16.625,26.625
-16.625,26.875
-16.625,27.125
-16.625,27.375
-16.625,27.625
-16.625,27.875
-16.625,28.125
-16.625,28.375
-16.625,28.625
-16.625,28.875
-16.625,29.125
-16.625,29.375
-16.625,29.625
-16.625,29.875
-16.625,30.125
-16.625,30.375
-16.625,30.625
-16.625,30.875
-16.625,31.125
-16.625,31.375
-16.625,31.625
-16.625,31.875
-16.625,32.125
-16.625,32.375
-16.625,32.625
-16.625,32.875
-16.625,33.125
-16.625,33.375
-16.625,33.625
-16.625,33.875
-16.625,34.125
-16.625,34.375
-16.625,34.625
-16.625,34.875
-16.625,35.125
-16.625,35.375
-16.625,35.625
-16.625,35.875
-16.625,36.125
-16.625,36.375
-16.625,36.625
-16.625,36.875
-16.625,37.125
-16.625,37.375
-16.625,37.625
-16.625,37.875
-16.625,38.125
-16.625,38.375
-16.625,38.625
-16.625,38.875
-16.625,39.125
-16.625,39.375
-16.625,44.625
-16.625,44.875
-16.625,45.125
-16.625,45.375
-16.625,45.625
-16.625,45.875
-16.625,46.125
-16.625,46.375
-16.625,46.625
-16.625,46.875
-16.625,47.125
-16.625,47.375
-16.625,47.625
-16.625,47.875
-16.625,48.125
-16.625,48.375
-16.625,48.625
-16.625,48.875
-16.625,49.125
-16.625,49.375
-16.625,49.625
-16.625,122.875
-16.625,123.625
-16.625,123.875
-16.625,124.125
-16.625,124.375
-16.625,124.625
-16.625,124.875
-16.625,125.125
-16.625,125.375
-16.625,125.625
-16.625,125.875
-16.625,126.125
-16.625,126.375
-16.625,126.625
-16.625,126.875
-16.625,127.125
-16.625,127.375
-16.625,127.625
-16.625,127.875
-16.625,128.125
-16.625,128.375
-16.625,128.625
-16.625,128.875
-16.625,129.125
-16.625,129.375
-16.625,129.625
-16.625,129.875
-16.625,130.125
-16.625,130.375
-16.625,130.625
-16.625,130.875
-16.625,131.125
-16.625,131.375
-16.625,131.625
-16.625,131.875
-16.625,132.125
-16.625,132.375
-16.625,132.625
-16.625,132.875
-16.625,133.125
-16.625,133.375
-16.625,133.625
-16.625,133.875
-16.625,134.125
-16.625,134.375
-16.625,134.625
-16.625,134.875
-16.625,135.125
-16.625,135.375
-16.625,135.625
-16.625,135.875
-16.625,136.125
-16.625,136.375
-16.625,136.625
-16.625,136.875
-16.625,137.125
-16.625,137.375
-16.625,137.625
-16.625,137.875
-16.625,139.375
-16.625,141.375
-16.625,141.625
-16.625,141.875
-16.625,142.125
-16.625,142.375
-16.625,142.625
-16.625,142.875
-16.625,143.125
-16.625,143.375
-16.625,143.625
-16.625,143.875
-16.625,144.125
-16.625,144.375
-16.625,144.625
-16.625,144.875
-16.625,145.125
-16.625,145.375
-16.625,178.875
-16.625,179.125
-16.625,179.375
-16.625,179.875
-16.625,-72.625
-16.625,-72.375
-16.625,-72.125
-16.625,-71.875
-16.625,-71.625
-16.625,-71.375
-16.625,-71.125
-16.625,-70.875
-16.625,-70.625
-16.625,-70.375
-16.625,-70.125
-16.625,-69.875
-16.625,-69.625
-16.625,-69.375
-16.625,-69.125
-16.625,-68.875
-16.625,-68.625
-16.625,-68.375
-16.625,-68.125
-16.625,-67.875
-16.625,-67.625
-16.625,-67.375
-16.625,-67.125
-16.625,-66.875
-16.625,-66.625
-16.625,-66.375
-16.625,-66.125
-16.625,-65.875
-16.625,-65.625
-16.625,-65.375
-16.625,-65.125
-16.625,-64.875
-16.625,-64.625
-16.625,-64.375
-16.625,-64.125
-16.625,-63.875
-16.625,-63.625
-16.625,-63.375
-16.625,-63.125
-16.625,-62.875
-16.625,-62.625
-16.625,-62.375
-16.625,-62.125
-16.625,-61.875
-16.625,-61.625
-16.625,-61.375
-16.625,-61.125
-16.625,-60.875
-16.625,-60.625
-16.625,-60.375
-16.625,-60.125
-16.625,-59.875
-16.625,-59.625
-16.625,-59.375
-16.625,-59.125
-16.625,-58.875
-16.625,-58.625
-16.625,-58.375
-16.625,-58.125
-16.625,-57.875
-16.625,-57.625
-16.625,-57.375
-16.625,-57.125
-16.625,-56.875
-16.625,-56.625
-16.625,-56.375
-16.625,-56.125
-16.625,-55.875
-16.625,-55.625
-16.625,-55.375
-16.625,-55.125
-16.625,-54.875
-16.625,-54.625
-16.625,-54.375
-16.625,-54.125
-16.625,-53.875
-16.625,-53.625
-16.625,-53.375
-16.625,-53.125
-16.625,-52.875
-16.625,-52.625
-16.625,-52.375
-16.625,-52.125
-16.625,-51.875
-16.625,-51.625
-16.625,-51.375
-16.625,-51.125
-16.625,-50.875
-16.625,-50.625
-16.625,-50.375
-16.625,-50.125
-16.625,-49.875
-16.625,-49.625
-16.625,-49.375
-16.625,-49.125
-16.625,-48.875
-16.625,-48.625
-16.625,-48.375
-16.625,-48.125
-16.625,-47.875
-16.625,-47.625
-16.625,-47.375
-16.625,-47.125
-16.625,-46.875
-16.625,-46.625
-16.625,-46.375
-16.625,-46.125
-16.625,-45.875
-16.625,-45.625
-16.625,-45.375
-16.625,-45.125
-16.625,-44.875
-16.625,-44.625
-16.625,-44.375
-16.625,-44.125
-16.625,-43.875
-16.625,-43.625
-16.625,-43.375
-16.625,-43.125
-16.625,-42.875
-16.625,-42.625
-16.625,-42.375
-16.625,-42.125
-16.625,-41.875
-16.625,-41.625
-16.625,-41.375
-16.625,-41.125
-16.625,-40.875
-16.625,-40.625
-16.625,-40.375
-16.625,-40.125
-16.625,-39.875
-16.625,-39.625
-16.625,-39.375
-16.625,-39.125
-16.375,11.875
-16.375,12.125
-16.375,12.375
-16.375,12.625
-16.375,12.875
-16.375,13.125
-16.375,13.375
-16.375,13.625
-16.375,13.875
-16.375,14.125
-16.375,14.375
-16.375,14.625
-16.375,14.875
-16.375,15.125
-16.375,15.375
-16.375,15.625
-16.375,15.875
-16.375,16.125
-16.375,16.375
-16.375,16.625
-16.375,16.875
-16.375,17.125
-16.375,17.375
-16.375,17.625
-16.375,17.875
-16.375,18.125
-16.375,18.375
-16.375,18.625
-16.375,18.875
-16.375,19.125
-16.375,19.375
-16.375,19.625
-16.375,19.875
-16.375,20.125
-16.375,20.375
-16.375,20.625
-16.375,20.875
-16.375,21.125
-16.375,21.375
-16.375,21.625
-16.375,21.875
-16.375,22.125
-16.375,22.375
-16.375,22.625
-16.375,22.875
-16.375,23.125
-16.375,23.375
-16.375,23.625
-16.375,23.875
-16.375,24.125
-16.375,24.375
-16.375,24.625
-16.375,24.875
-16.375,25.125
-16.375,25.375
-16.375,25.625
-16.375,25.875
-16.375,26.125
-16.375,26.375
-16.375,26.625
-16.375,26.875
-16.375,27.125
-16.375,27.375
-16.375,27.625
-16.375,27.875
-16.375,28.125
-16.375,28.375
-16.375,28.625
-16.375,28.875
-16.375,29.125
-16.375,29.375
-16.375,29.625
-16.375,29.875
-16.375,30.125
-16.375,30.375
